,id_new,id,pt,geometry,all_tags
0,47.006201_6.9670316_ts2,47.006_6.967_ts2,"(47.006201, 6.9670316)","POLYGON((6.9670316 47.006201, 6.9668722 47.0063501, 6.9664933 47.0061618, 6.9666527 47.0060127, 6.9670316 47.006201))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'operator', 'value': 'Semtech'}, {'key': 'operator:type', 'value': 'business'}, {'key': 'parking', 'value': 'surface'}, {'key': 'source', 'value': 'Orthophotos 2006 SITN 50cm'}, {'key': 'surface', 'value': 'asphalt'}]"
1,39.7880508_-105.0333886_ts2,39.788_-105.033_ts2,"(39.7880508, -105.0333886)","POLYGON((-105.0333886 39.7880508, -105.0334789 39.7880503, -105.0334762 39.7877049, -105.0334094 39.7877052, -105.033409 39.7876647, -105.033201 39.7876656, -105.0332013 39.7877006, -105.0331246 39.787701, -105.0331243 39.787667, -105.0330477 39.7876674, -105.0330478 39.7876816, -105.0329645 39.7876819, -105.0329664 39.7879316, -105.0329671 39.7880212, -105.0330358 39.7880209, -105.0330364 39.7881039, -105.033389 39.7881022, -105.0333886 39.7880508))","[{'key': 'access', 'value': 'yes'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'capacity', 'value': '50'}, {'key': 'fee', 'value': 'yes'}, {'key': 'name', 'value': 'Regis University Parking Lot 2'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
2,41.1745044_-83.4191734_ts2,41.175_-83.419_ts2,"(41.1745044, -83.4191734)","POLYGON((-83.4191734 41.1745044, -83.4191729 41.1745729, -83.4193537 41.1745699, -83.4193563 41.1745034, -83.4193511 41.1744339, -83.419174 41.1744359, -83.4191734 41.1745044))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
3,4.9431691_114.9351884_ts2,4.943_114.935_ts2,"(4.9431691, 114.9351884)","POLYGON((114.9351884 4.9431691, 114.9352353 4.9431413, 114.9361701 4.9447044, 114.9360862 4.9447541, 114.9361702 4.9448946, 114.935975 4.9450105, 114.935896 4.9448783, 114.9356047 4.9450512, 114.9347233 4.9435773, 114.9347652 4.9435524, 114.9347063 4.943454, 114.9348171 4.9433882, 114.9347882 4.9433398, 114.9351589 4.9431198, 114.9351884 4.9431691))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'yes'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
4,50.7486297_-1.8496005_ts2,50.749_-1.85_ts2,"(50.7486297, -1.8496005)","POLYGON((-1.8496005 50.7486297, -1.8493395 50.7488674, -1.8499801 50.7491626, -1.850249 50.7489224, -1.8496005 50.7486297))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
5,48.8020305_-122.4854569_ts2,48.802_-122.485_ts2,"(48.8020305, -122.4854569)","POLYGON((-122.4854569 48.8020305, -122.485553 48.8019996, -122.4855513 48.8018238, -122.4856863 48.8018232, -122.4856818 48.8013483, -122.4854763 48.8012005, -122.4831563 48.8011652, -122.4829225 48.8011463, -122.4828683 48.8012654, -122.482932 48.8012781, -122.4829324 48.8024191, -122.484229 48.8024136, -122.4843098 48.8023886, -122.4844582 48.8023431, -122.4847742 48.8023444, -122.4847733 48.802444, -122.4854032 48.8024466, -122.4854046 48.8022987, -122.4857678 48.8023002, -122.4857671 48.8023702, -122.4858526 48.8023706, -122.485854 48.8022206, -122.4857712 48.8022203, -122.4857631 48.8022012, -122.4844608 48.802211, -122.484462 48.8022769, -122.4842261 48.8022786, -122.4842225 48.8020693, -122.4846362 48.8020662, -122.4847247 48.8020433, -122.4848792 48.8020386, -122.4854569 48.8020305))","[{'key': 'access', 'value': 'permissive'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'covered', 'value': 'no'}, {'key': 'fee', 'value': 'no'}, {'key': 'operator', 'value': 'Walmart'}, {'key': 'park_ride', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'source', 'value': 'Local knowledge'}, {'key': 'surface', 'value': 'asphalt'}]"
6,43.218632_-79.756502_ts2,43.219_-79.757_ts2,"(43.218632, -79.756502)","POLYGON((-79.756502 43.218632, -79.7566268 43.2183449, -79.7562668 43.2182618, -79.756142 43.2185489, -79.756502 43.218632))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
7,43.2193072_-79.7568627_ts2,43.219_-79.757_ts2,"(43.2193072, -79.7568627)","POLYGON((-79.7568627 43.2193072, -79.7565823 43.21924, -79.7565702 43.2192669, -79.7563434 43.2192125, -79.7564454 43.2189868, -79.7569494 43.2191077, -79.7570477 43.2188901, -79.7569879 43.2188758, -79.757008 43.2188313, -79.7567469 43.2187686, -79.7567237 43.2188199, -79.7566796 43.2188093, -79.7565904 43.2190068, -79.7563288 43.2189441, -79.7562006 43.2192279, -79.7568303 43.219379, -79.7568627 43.2193072))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
8,53.0629018_4.7611452_ts2,53.063_4.761_ts2,"(53.0629018, 4.7611452)","POLYGON((4.7611452 53.0629018, 4.7614561 53.0629608, 4.7613752 53.063115, 4.761729 53.0631821, 4.7617375 53.0631658, 4.762662 53.063341, 4.762588 53.0634821, 4.7624949 53.0636594, 4.7624329 53.0637775, 4.7621738 53.0637284, 4.7623383 53.0634151, 4.7613351 53.0632249, 4.7609212 53.0631464, 4.7610291 53.0629408, 4.7611452 53.0629018))","[{'key': 'access', 'value': 'permissive'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'source', 'value': 'local & arial survey Bing 09-10-16'}, {'key': 'surface', 'value': 'asphalt'}]"
9,56.2996608_43.9510713_ts2,56.3_43.951_ts2,"(56.2996608, 43.9510713)","POLYGON((43.9510713 56.2996608, 43.9510803 56.2995047, 43.9519501 56.299505, 43.9519457 56.2996638, 43.9510713 56.2996608))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
10,43.1359802_-80.7113203_ts2,43.136_-80.711_ts2,"(43.1359802, -80.7113203)","POLYGON((-80.7113203 43.1359802, -80.711391 43.1359664, -80.711338 43.1358212, -80.7112318 43.1358418, -80.7112183 43.1358048, -80.7104402 43.1359561, -80.7106059 43.1364099, -80.7114195 43.1362517, -80.7113203 43.1359802))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
11,43.8339575_-79.4122065_ts2,43.834_-79.412_ts2,"(43.8339575, -79.4122065)","POLYGON((-79.4122065 43.8339575, -79.4121911 43.8339134, -79.4118687 43.8339719, -79.4118841 43.834016, -79.4122065 43.8339575))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
12,43.087346_-79.0818688_ts2,43.087_-79.082_ts2,"(43.087346, -79.0818688)","POLYGON((-79.0818688 43.087346, -79.0818541 43.0871344, -79.0817847 43.0871369, -79.0817717 43.08695, -79.0818405 43.0869474, -79.0818366 43.0868907, -79.0817611 43.0868935, -79.0817444 43.0866527, -79.0818572 43.0866485, -79.08186 43.0866879, -79.0820119 43.0866823, -79.0820087 43.086636, -79.0824733 43.0866188, -79.0824779 43.0866855, -79.0827706 43.0866747, -79.0827655 43.0866023, -79.0828346 43.0865997, -79.0828409 43.08669, -79.0827822 43.0866921, -79.0827884 43.0867813, -79.0828536 43.0867789, -79.082862 43.0868992, -79.0829919 43.0868944, -79.0829677 43.086545, -79.082911 43.0865471, -79.0829065 43.0864819, -79.0817072 43.0865263, -79.0817125 43.0866035, -79.0816463 43.0866059, -79.0816982 43.0873523, -79.0818688 43.087346))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
13,46.2678229_-100.2282959_ts2,46.268_-100.228_ts2,"(46.2678229, -100.2282959)","POLYGON((-100.2282959 46.2678229, -100.2282929 46.2674219, -100.2276449 46.2674242, -100.2276479 46.2678252, -100.2282959 46.2678229))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
14,38.441489_-91.0094596_ts2,38.441_-91.009_ts2,"(38.441489, -91.0094596)","POLYGON((-91.0094596 38.441489, -91.0096289 38.4414077, -91.0094301 38.4411527, -91.0093299 38.4412041, -91.009262 38.4412367, -91.0094596 38.441489))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'park_ride', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'supervised', 'value': 'no'}, {'key': 'surface', 'value': 'asphalt'}]"
15,43.8624883_-79.5016472_ts2,43.862_-79.502_ts2,"(43.8624883, -79.5016472)","POLYGON((-79.5016472 43.8624883, -79.5015711 43.8624451, -79.501555 43.8623903, -79.5011608 43.862465, -79.5011815 43.8625348, -79.5011055 43.8625481, -79.501147 43.8626113, -79.501336 43.862726, -79.501412 43.8627044, -79.501714 43.8626362, -79.5016472 43.8624883))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
16,51.998151_5.6660387_ts2,51.998_5.666_ts2,"(51.998151, 5.6660387)","POLYGON((5.6660387 51.998151, 5.6656965 51.9980807, 5.6661583 51.9972899, 5.6664379 51.9973492, 5.6664935 51.9973614, 5.6660387 51.998151))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'name', 'value': 'P3'}, {'key': 'surface', 'value': 'asphalt'}]"
17,45.8238624_4.7669099_ts2,45.824_4.767_ts2,"(45.8238624, 4.7669099)","POLYGON((4.7669099 45.8238624, 4.7672237 45.8239147, 4.7671111 45.8242773, 4.7667087 45.8242119, 4.7667629 45.8239883, 4.7665666 45.8239502, 4.7666129 45.8238046, 4.766657 45.8236656, 4.7666905 45.8235602, 4.7669796 45.8235932, 4.7669099 45.8238624))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
18,54.7681855_25.1958346_ts2,54.768_25.196_ts2,"(54.7681855, 25.1958346)","POLYGON((25.1958346 54.7681855, 25.1957729 54.7681174, 25.1957488 54.7680632, 25.1957676 54.767958, 25.1962289 54.7675108, 25.1962316 54.7674714, 25.1962852 54.7674017, 25.1962598 54.7673893, 25.196465 54.7671797, 25.1966339 54.7672307, 25.1967975 54.7670761, 25.1970996 54.7671721, 25.1973175 54.7672552, 25.1973361 54.7673172, 25.196937 54.7677151, 25.1968753 54.7677932, 25.1968418 54.7678737, 25.1968117 54.7679626, 25.1968077 54.7684802, 25.1970758 54.7684808, 25.1971161 54.7686999, 25.1969389 54.7689505, 25.1969021 54.7690026, 25.1950454 54.7690503, 25.1958346 54.7681855))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
19,48.5319005_-1.8512461_ts2,48.532_-1.851_ts2,"(48.5319005, -1.8512461)","POLYGON((-1.8512461 48.5319005, -1.8510377 48.5318362, -1.8508587 48.5321022, -1.851063 48.5321648, -1.8512461 48.5319005))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'capacity', 'value': '25'}, {'key': 'capacity:disabled', 'value': '1'}, {'key': 'capacity:parent', 'value': 'no'}, {'key': 'capacity:women', 'value': 'no'}, {'key': 'fee', 'value': 'no'}, {'key': 'lit', 'value': 'yes'}, {'key': 'maxstay', 'value': '0'}, {'key': 'opening_hours', 'value': '24/7'}, {'key': 'operator', 'value': 'SDIS 35'}, {'key': 'park_ride', 'value': 'no'}, {'key': 'parking', 'value': 'underground'}, {'key': 'smoothness', 'value': 'excellent'}, {'key': 'supervised', 'value': 'no'}, {'key': 'surface', 'value': 'asphalt'}]"
20,48.1976964_14.222425_ts2,48.198_14.222_ts2,"(48.1976964, 14.222425)","POLYGON((14.222425 48.1976964, 14.22238 48.1977403, 14.2220921 48.1976212, 14.2221459 48.1975734, 14.2221954 48.1975995, 14.2223003 48.1976487, 14.222425 48.1976964))","[{'key': 'access', 'value': 'permissive'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
21,46.8316941_5.7081112_ts2,46.832_5.708_ts2,"(46.8316941, 5.7081112)","POLYGON((5.7081112 46.8316941, 5.7082512 46.8316777, 5.7081947 46.8317375, 5.7080336 46.8321275, 5.707895 46.8321888, 5.7081112 46.8316941))","[{'key': 'access', 'value': 'yes'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
22,53.8216888_-2.4084223_ts2,53.822_-2.408_ts2,"(53.8216888, -2.4084223)","POLYGON((-2.4084223 53.8216888, -2.4081111 53.8216644, -2.4080957 53.8217386, -2.4080562 53.821901, -2.4080769 53.8219238, -2.4083588 53.8219404, -2.4083803 53.8218372, -2.4084189 53.8217007, -2.4084223 53.8216888))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'operator', 'value': 'Spar'}, {'key': 'surface', 'value': 'asphalt'}]"
23,40.2604497_-76.9307152_ts2,40.26_-76.931_ts2,"(40.2604497, -76.9307152)","POLYGON((-76.9307152 40.2604497, -76.9309499 40.2605293, -76.9309893 40.2604576, -76.9308069 40.2603896, -76.9307767 40.2604355, -76.9306566 40.2603946, -76.9307092 40.2603152, -76.930781 40.2603421, -76.9308316 40.2602655, -76.9305404 40.2601543, -76.9304513 40.2601035, -76.9303868 40.2600401, -76.930369 40.2600049, -76.930363 40.259969, -76.9303631 40.2599161, -76.9303654 40.2596715, -76.9301145 40.2596695, -76.9301153 40.2596316, -76.9302149 40.2596299, -76.9302219 40.2594695, -76.9301046 40.2594654, -76.9300943 40.2596288, -76.9300894 40.2597866, -76.9300906 40.259924, -76.930094 40.2599793, -76.930108 40.2600306, -76.9301286 40.2600827, -76.930162 40.2601438, -76.9301962 40.260188, -76.9302367 40.2602287, -76.9302868 40.2602689, -76.9303406 40.2603008, -76.9307152 40.2604497))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
24,42.4329315_-71.6106591_ts2,42.433_-71.611_ts2,"(42.4329315, -71.6106591)","POLYGON((-71.6106591 42.4329315, -71.6104609 42.4327665, -71.6101567 42.4324559, -71.6096708 42.4327001, -71.6098025 42.432833, -71.6101567 42.4326451, -71.610296 42.4326988, -71.6104111 42.4328177, -71.6101068 42.4330299, -71.6102666 42.4331616, -71.6105658 42.4329864, -71.6106591 42.4329315))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'surface', 'value': 'asphalt'}]"
25,43.8384449_10.5138925_ts2,43.838_10.514_ts2,"(43.8384449, 10.5138925)","POLYGON((10.5138925 43.8384449, 10.5138355 43.8380461, 10.513833 43.8380014, 10.5138627 43.83798, 10.5139074 43.8379639, 10.5141999 43.8379567, 10.5153626 43.8379192, 10.5152758 43.8380568, 10.5141602 43.8381462, 10.5141776 43.8382696, 10.5140586 43.8385182, 10.5139099 43.8385379, 10.5138925 43.8384449))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'name', 'value': 'Piazza Cleobulina Cotenna Leonardi'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
26,47.7675124_-3.4034844_ts2,47.768_-3.403_ts2,"(47.7675124, -3.4034844)","POLYGON((-3.4034844 47.7675124, -3.4036297 47.7673971, -3.4036751 47.7674032, -3.4037296 47.767393, -3.4039405 47.7672235, -3.4038535 47.7671688, -3.4036663 47.7673211, -3.4035236 47.7672406, -3.4035148 47.7672479, -3.4034673 47.7672213, -3.4034761 47.767214, -3.4032856 47.7671084, -3.4032311 47.7671462, -3.4030555 47.7671211, -3.4029576 47.7671936, -3.40311 47.767275, -3.4031312 47.767294, -3.4031494 47.7673218, -3.4031756 47.7673401, -3.4034844 47.7675124))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
27,43.7969611_-79.5643413_ts2,43.797_-79.564_ts2,"(43.7969611, -79.5643413)","POLYGON((-79.5643413 43.7969611, -79.5654415 43.796824, -79.5655024 43.7968164, -79.5654906 43.796776, -79.565417 43.7967867, -79.5653993 43.7967186, -79.5650486 43.7967654, -79.5650633 43.7968101, -79.5649602 43.7968271, -79.5649307 43.7968186, -79.5649425 43.7967909, -79.5650014 43.7967803, -79.5648688 43.7962655, -79.5647951 43.7962761, -79.5647922 43.7962506, -79.5647156 43.7962591, -79.5647185 43.7962804, -79.5646478 43.796291, -79.5646713 43.7963974, -79.5647568 43.7963868, -79.5647981 43.7965144, -79.564247 43.7965846, -79.5643413 43.7969611))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
28,48.703641_2.3856118_ts2,48.704_2.386_ts2,"(48.703641, 2.3856118)","POLYGON((2.3856118 48.703641, 2.3856226 48.703629, 2.3856349 48.7036232, 2.3856506 48.7036186, 2.3856648 48.7036151, 2.385682 48.7036141, 2.3857002 48.7036151, 2.3859373 48.7036702, 2.38595 48.7036753, 2.3859603 48.7036818, 2.3859687 48.7036896, 2.3859741 48.7036987, 2.3859785 48.7037162, 2.385977 48.7037259, 2.3858872 48.7038765, 2.3858808 48.7038843, 2.3858744 48.7038901, 2.3858636 48.7038976, 2.3858519 48.7039034, 2.3858381 48.7039066, 2.3858175 48.7039096, 2.3857984 48.7039089, 2.3855456 48.7038538, 2.3855333 48.7038474, 2.3855181 48.7038354, 2.3855117 48.703826, 2.3855078 48.7038133, 2.3855092 48.7038001, 2.3856118 48.703641))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
29,47.8130118_13.0507165_ts2,47.813_13.051_ts2,"(47.8130118, 13.0507165)","POLYGON((13.0507165 47.8130118, 13.0502476 47.8129819, 13.0502838 47.8127659, 13.0504864 47.8127712, 13.0504875 47.8127534, 13.0506288 47.812757, 13.0506292 47.8127497, 13.050786 47.8127537, 13.0508198 47.8127332, 13.051207 47.8127478, 13.0511603 47.8130498, 13.0508776 47.8131734, 13.0506985 47.8131625, 13.0507165 47.8130118))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'capacity', 'value': '40'}, {'key': 'fee', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
30,44.2597574_-76.5118933_ts2,44.26_-76.512_ts2,"(44.2597574, -76.5118933)","POLYGON((-76.5118933 44.2597574, -76.5119589 44.2596335, -76.5119112 44.2596079, -76.5120424 44.2592962, -76.5115474 44.2593133, -76.5113864 44.2596079, -76.5118933 44.2597574))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
31,44.2596795_-76.5218549_ts2,44.26_-76.522_ts2,"(44.2596795, -76.5218549)","POLYGON((-76.5218549 44.2596795, -76.5215862 44.2596829, -76.5215791 44.2593933, -76.5211503 44.2593987, -76.5211606 44.2598226, -76.5218582 44.2598138, -76.5218549 44.2596795))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
32,44.2595054_-76.514848_ts2,44.26_-76.515_ts2,"(44.2595054, -76.514848)","POLYGON((-76.514848 44.2595054, -76.51504 44.2595023, -76.5153727 44.2594969, -76.5153727 44.2594414, -76.5155874 44.2595652, -76.5161539 44.2595652, -76.5161479 44.2594328, -76.5159392 44.2594328, -76.5157305 44.2593773, -76.5155039 44.2593175, -76.5150448 44.2593133, -76.514842 44.2592876, -76.514848 44.2595054))","[{'key': 'access', 'value': 'customers'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
33,41.4600064_-81.8467594_ts2,41.46_-81.847_ts2,"(41.4600064, -81.8467594)","POLYGON((-81.8467594 41.4600064, -81.8467612 41.4597266, -81.8457472 41.4597146, -81.8457437 41.459777, -81.8456729 41.459777, -81.8456711 41.4599825, -81.8467594 41.4600064))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'capacity', 'value': '77'}, {'key': 'operator', 'value': 'Linden House West'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
34,42.8602004_3.0390664_ts2,42.86_3.039_ts2,"(42.8602004, 3.0390664)","POLYGON((3.0390664 42.8602004, 3.0395093 42.8600211, 3.0395501 42.8600693, 3.0395123 42.8601313, 3.0391342 42.8602914, 3.0390664 42.8602004))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
35,55.7683764_37.8226253_ts2,55.768_37.823_ts2,"(55.7683764, 37.8226253)","POLYGON((37.8226253 55.7683764, 37.8229396 55.7684296, 37.8228676 55.768564, 37.8225533 55.7685107, 37.8226253 55.7683764))","[{'key': 'access', 'value': 'yes'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'primary_usage', 'value': 'residents'}, {'key': 'surface', 'value': 'asphalt'}]"
36,47.4662737_7.6026163_ts2,47.466_7.603_ts2,"(47.4662737, 7.6026163)","POLYGON((7.6026163 47.4662737, 7.6026769 47.4662771, 7.6025853 47.4670073, 7.6025247 47.4670038, 7.6026163 47.4662737))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'capacity', 'value': '32'}, {'key': 'park_ride', 'value': 'yes'}, {'key': 'parking', 'value': 'street_side'}, {'key': 'parking:orientation', 'value': 'perpendicular'}, {'key': 'supervised', 'value': 'no'}, {'key': 'surface', 'value': 'asphalt'}]"
37,35.123954_136.7443243_ts2,35.124_136.744_ts2,"(35.123954, 136.7443243)","POLYGON((136.7443243 35.123954, 136.7444229 35.1238751, 136.7442721 35.1237481, 136.7443194 35.1237103, 136.7445141 35.1235581, 136.7448809 35.1238422, 136.7448749 35.12388, 136.7445466 35.1241288, 136.7443243 35.123954))","[{'key': 'access', 'value': 'permissive'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
38,55.4045996_12.1358935_ts2,55.405_12.136_ts2,"(55.4045996, 12.1358935)","POLYGON((12.1358935 55.4045996, 12.1356399 55.4046543, 12.1355485 55.4045177, 12.1356429 55.4044974, 12.1355382 55.4043411, 12.1354358 55.4043632, 12.1353476 55.4042315, 12.1356093 55.404175, 12.1358935 55.4045996))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
39,55.4054014_12.1382301_ts2,55.405_12.138_ts2,"(55.4054014, 12.1382301)","POLYGON((12.1382301 55.4054014, 12.1383074 55.4055364, 12.1379395 55.4056043, 12.1379207 55.4055715, 12.1374797 55.4056529, 12.1374327 55.4055709, 12.1378736 55.4054894, 12.1378621 55.4054694, 12.1382301 55.4054014))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
40,55.4046839_12.1377678_ts2,55.405_12.138_ts2,"(55.4046839, 12.1377678)","POLYGON((12.1377678 55.4046839, 12.1380211 55.4046371, 12.1381325 55.4048316, 12.138011 55.4048541, 12.1379839 55.4048068, 12.1378522 55.4048311, 12.1377678 55.4046839))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
41,39.0756813_-77.4788797_ts2,39.076_-77.479_ts2,"(39.0756813, -77.4788797)","POLYGON((-77.4788797 39.0756813, -77.4789789 39.075687, -77.4790594 39.0752726, -77.4791721 39.0748311, -77.4790535 39.0748162, -77.479062 39.0747805, -77.4789602 39.0747708, -77.4789333 39.0749249, -77.4790285 39.0749405, -77.4789779 39.0751303, -77.4789652 39.0751896, -77.4789167 39.0754175, -77.4788797 39.0756813))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
42,46.0706134_-100.6710479_ts2,46.071_-100.671_ts2,"(46.0706134, -100.6710479)","POLYGON((-100.6710479 46.0706134, -100.6706643 46.0706134, -100.6706643 46.0711047, -100.6709231 46.0711047, -100.6710479 46.0709763, -100.6710479 46.0706134))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
43,42.1405565_-83.1976497_ts2,42.141_-83.198_ts2,"(42.1405565, -83.1976497)","POLYGON((-83.1976497 42.1405565, -83.1976302 42.1400752, -83.1973968 42.1400804, -83.1974163 42.1405617, -83.1976497 42.1405565))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
44,42.4095773_-123.3920345_ts2,42.41_-123.392_ts2,"(42.4095773, -123.3920345)","POLYGON((-123.3920345 42.4095773, -123.3919389 42.4095855, -123.3919138 42.4095872, -123.391789 42.4096417, -123.3916879 42.409654, -123.3916941 42.4096889, -123.3916997 42.4097198, -123.3918118 42.4097011, -123.3918414 42.4097045, -123.3918638 42.4097153, -123.3918807 42.4097354, -123.3918804 42.4097674, -123.3918601 42.4101408, -123.3918561 42.4101883, -123.3918695 42.410215, -123.391891 42.4102358, -123.3920398 42.4103309, -123.3920313 42.4104233, -123.3920889 42.4104304, -123.3921354 42.4104361, -123.3921404 42.4103992, -123.3921431 42.4103794, -123.3921511 42.4103675, -123.392359 42.4102536, -123.3923326 42.4101109, -123.3922678 42.4097605, -123.3920734 42.4097793, -123.3920345 42.4095773))","[{'key': 'amenity', 'value': 'parking'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
45,46.3636008_6.4585324_ts2,46.364_6.459_ts2,"(46.3636008, 6.4585324)","POLYGON((6.4585324 46.3636008, 6.4588795 46.3637352, 6.4587697 46.3638958, 6.4584269 46.363762, 6.4585324 46.3636008))","[{'key': 'access', 'value': 'private'}, {'key': 'amenity', 'value': 'parking'}, {'key': 'fee', 'value': 'no'}, {'key': 'parking', 'value': 'surface'}, {'key': 'surface', 'value': 'asphalt'}]"
